"","Rank","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
"12853",15717,"This War of Mine","PS4",2016,"Action","Deep Silver",0,0.01,0,0,0.02
"12854",14116,"XBLAZE Code: Embryo","PS3",2013,"Adventure","Arc System Works",0.02,0,0.01,0,0.03
"12855",10065,"Family Fun Football","Wii",2009,"Sports","Tecmo Koei",0.1,0,0,0.01,0.11
"12856",3049,"Borderlands: The Pre-Sequel","PS3",2014,"Shooter","Take-Two Interactive",0.25,0.26,0.05,0.11,0.67
"12857",7663,"Pro Yaky? Spirits 2013","PSP",2013,"Sports","Konami Digital Entertainment",0,0,0.2,0,0.2
"12858",4181,"Virtua Tennis 4: World Tour","PSV",2011,"Sports","Sega",0.05,0.3,0.01,0.12,0.47
"12859",4751,"Mortal Kombat: Deadly Alliance","GC",2002,"Fighting","Midway Games",0.31,0.08,0,0.01,0.41
"12860",12522,"Smile PreCure! Let's Go! Marchen World","3DS",2012,"Action","Namco Bandai Games",0,0,0.06,0,0.06
"12861",7345,"UFC Undisputed 2010","PSP",2010,"Fighting","THQ",0.11,0.07,0,0.04,0.21
"12862",14756,"CID The Dummy","PSP",2009,"Platform","Oxygen Interactive",0.02,0,0,0,0.03
"12863",2283,"LEGO Indiana Jones 2: The Adventure Continues","PS3",2009,"Action","Activision",0.47,0.3,0,0.13,0.91
"12864",12080,"Motor Toon Grand Prix (Japan)","PS",1994,"Racing","Sony Computer Entertainment",0,0,0.06,0,0.07
"12865",11612,"Gadget Racers","PS2",2000,"Racing","Midas Interactive Entertainment",0.04,0.03,0,0.01,0.08
"12866",11799,"Tokimeki Memorial Girl's Side Premium: 3rd Story","PSP",2012,"Adventure","Konami Digital Entertainment",0,0,0.07,0,0.07
"12867",3191,"Juiced 2: Hot Import Nights","X360",2007,"Racing","THQ",0.22,0.34,0,0.07,0.63
"12868",9978,"Dawn of Discovery","DS",2009,"Simulation","Ubisoft",0.07,0.03,0,0.01,0.12
"12869",12752,"Gothic 3","PC",2006,"Role-Playing","JoWood Productions",0,0.05,0,0.01,0.06
"12870",6636,"Happy Feet","GC",2006,"Action","Midway Games",0.2,0.05,0,0.01,0.25
"12871",33,"Pokemon X/Pokemon Y","3DS",2013,"Role-Playing","Nintendo",5.17,4.05,4.34,0.79,14.35
"12872",6596,"Tomb Raider: Underworld (Others sales)","PS2",2009,"Adventure","Eidos Interactive",0,0.21,0,0.04,0.26
"12873",2811,"iCarly","DS",2009,"Adventure","Activision",0.67,0.01,0,0.05,0.73
"12874",6528,"NCAA March Madness 08","PS2",2007,"Sports","Electronic Arts",0.13,0.1,0,0.03,0.26
"12875",12846,"Olympic Soccer: Atlanta 1996","PS",1996,"Sports","U.S. Gold",0.03,0.02,0,0,0.05
"12876",8627,"FIFA Soccer 96","PS",1995,"Sports","Electronic Arts",0.09,0.06,0,0.01,0.16
"12877",12369,"From The Abyss","DS",2008,"Role-Playing","Nobilis",0.06,0,0,0,0.06
"12878",12277,"My Pet Shop","DS",2008,"Simulation","Square Enix",0.06,0,0,0,0.06
"12879",10371,"Sakura Wars","DC",2000,"Adventure","Sega",0,0,0.11,0,0.11
"12880",15210,"Ballblazer Champions","PS",1997,"Sports","CTO SpA",0.01,0.01,0,0,0.02
"12881",4732,"UEFA Euro 2008 Austria-Switzerland","PS3",2008,"Sports","Electronic Arts",0.08,0.27,0,0.06,0.41
"12882",8002,"Syndicate","X360",2012,"Shooter","Electronic Arts",0.1,0.06,0,0.02,0.18
"12883",4763,"Just Dance Kids 2","X360",2011,"Misc","Ubisoft",0.29,0.09,0,0.03,0.41
"12884",10745,"Touch Detective","DS",2006,"Adventure","505 Games",0.06,0.03,0,0.01,0.1
"12885",11815,"Goodbye Deponia","PC",2013,"Adventure","Daedalic Entertainment",0,0.06,0,0.01,0.07
"12886",823,"Need for Speed: ProStreet","PS3",2007,"Racing","Electronic Arts",0.73,0.92,0.04,0.37,2.05
"12887",15188,"Shippuu Mahou Daisakusen: Kingdom-Grandprix","SAT",1996,"Shooter","Gaga",0,0,0.02,0,0.02
"12888",11871,"Winning Eleven Playmaker 2010: Aoki Samurai no Chousen","Wii",2010,"Sports","Konami Digital Entertainment",0,0,0.07,0,0.07
"12889",6554,"Samurai Warriors 4","PS3",2014,"Action","Tecmo Koei",0,0,0.26,0,0.26
"12890",9578,"Gravity Rush Remastered","PS4",2015,"Action","Sony Computer Entertainment",0.02,0.05,0.04,0.01,0.13
"12891",11096,"Kenka Banchou 2: Full Throttle","PS2",2007,"Action","Spike",0,0,0.09,0,0.09
"12892",400,"Professor Layton and the Unwound Future","DS",2008,"Puzzle","Nintendo",0.65,1.61,0.82,0.28,3.36
"12893",7131,"NBA Street: Showdown","PSP",2005,"Sports","Electronic Arts",0.2,0,0,0.02,0.23
"12894",2079,"Disney Infinity","PS3",2013,"Action","Disney Interactive Studios",0.48,0.35,0,0.16,1
"12895",109,"Mario Kart 8","WiiU",2014,"Racing","Nintendo",3.13,2.07,1.27,0.49,6.96
"12896",10174,"Monster Lab","PS2",2008,"Role-Playing","Eidos Interactive",0.05,0.04,0,0.01,0.11
"12897",5545,"Golden Axe: Beast Rider","X360",2008,"Action","Sega",0.19,0.11,0,0.03,0.33
"12898",14216,"Metal Gear Solid: The Essential Collection (JP sales)","PS2",2007,"Adventure","Konami Digital Entertainment",0,0,0.03,0,0.03
"12899",12343,"Growlanser IV: Over Reloaded","PSP",2011,"Role-Playing","Atlus",0,0,0.06,0,0.06
"12900",12626,"Tron 2.0: Killer App","XB",2004,"Action","Disney Interactive Studios",0.04,0.01,0,0,0.06
"12901",12184,"Transformer: Rise of the Dark Spark","WiiU",2014,"Action","Activision",0.05,0.01,0,0.01,0.07
"12902",11352,"Metal Slug Advance","GBA",2004,"Shooter","Ignition Entertainment",0.06,0.02,0,0,0.08
"12903",12108,"The Powerpuff Girls: Relish Rampage","GC",2002,"Action","BAM! Entertainment",0.05,0.01,0,0,0.07
"12904",5116,"Madden NFL 11","PSP",2010,"Sports","Electronic Arts",0.35,0,0,0.03,0.37
"12905",12445,"Cold Fear","XB",2005,"Action","Ubisoft",0.05,0.01,0,0,0.06
"12906",4490,"Dragon Ball Z: Shin Budokai - Another Road","PSP",2007,"Fighting","Atari",0.19,0.09,0.08,0.07,0.44
"12907",5156,"Mini-Yonku GB: Let's & Go!!","GB",1997,"Strategy","ASCII Entertainment",0,0,0.37,0,0.37
"12908",6832,"Burnout 2: Point of Impact","XB",2003,"Racing","Acclaim Entertainment",0.18,0.05,0,0.01,0.24
"12909",13612,"BeatMania IIDX 16: Empress + Premium Best","PS2",2009,"Simulation","Konami Digital Entertainment",0,0,0.04,0,0.04
"12910",497,"Sega Superstars Tennis","X360",2008,"Sports","Sega",1.75,0.86,0,0.28,2.9
"12911",11851,"Rugby League 3","Wii",2010,"Sports","Alternative Software",0,0.06,0,0.01,0.07
"12912",1454,"SingStar Party","PS2",2004,"Misc","Sony Computer Entertainment",0,1.04,0,0.31,1.35
"12913",12090,"Dragon Valor","PS",1999,"Role-Playing","Sony Computer Entertainment",0.04,0.03,0,0,0.07
"12914",12199,"Fairy Fencer F: Advent Dark Force","PS4",2015,"Role-Playing","Idea Factory International",0.02,0,0.05,0,0.07
"12915",5490,"Sonic Boom: Rise of Lyric","WiiU",2014,"Action","Sega",0.21,0.09,0,0.03,0.33
"12916",5010,"Skate","PS3",2007,"Sports","Electronic Arts",0.29,0.05,0,0.04,0.38
"12917",13197,"Classic Dungeon X2","PSP",2011,"Role-Playing","Nippon Ichi Software",0,0,0.05,0,0.05
"12918",11501,"Ken to Mahou to Gakuen Mono. Final: Shinnyusei wa Ohimesama","PSP",2011,"Strategy","Acquire",0,0,0.08,0,0.08
"12919",9219,"Star Wars: Jedi Power Battles","GBA",2002,"Action","THQ",0.1,0.04,0,0,0.14
"12920",16592,"Chou Ezaru wa Akai Hana: Koi wa Tsuki ni Shirube Kareru","PSV",2016,"Action","dramatic create",0,0,0.01,0,0.01
"12921",9554,"Backyard Baseball","GC",2003,"Sports","Infogrames",0.1,0.03,0,0,0.13
"12922",6792,"Command & Conquer 3: Kane's Wrath","X360",2008,"Strategy","Electronic Arts",0.16,0.06,0,0.02,0.24
"12923",9324,"Little League World Series Baseball 2009","DS",2009,"Sports","Activision",0.13,0,0,0.01,0.14
"12924",8998,"Shadow Hearts: From The New World","PS2",2005,"Role-Playing","Ghostlight",0.07,0.06,0,0.02,0.14
"12925",7307,"Armored Core V","X360",2012,"Simulation","Namco Bandai Games",0.13,0.03,0.04,0.01,0.22
"12926",5145,"FIFA Street 2","PS2",2006,"Sports","Electronic Arts",0.17,0.13,0.02,0.04,0.37
"12927",14461,"Pet Alien: An Intergalactic Puzzlepalooza","DS",2007,"Action","Game Factory",0.03,0,0,0,0.03
"12928",6141,"The King of Fighters '95","SAT",1995,"Fighting","SNK Playmore",0,0,0.28,0,0.28
"12929",639,"Ice Hockey","NES",1988,"Sports","Nintendo",1.27,0.32,0.78,0.05,2.42
"12930",15438,"Dark Tales: Edgar Allan Poe's The Premature Burial","PC",2012,"Puzzle","Focus Multimedia",0,0.02,0,0,0.02
"12931",4020,"Cars Mater-National Championship","Wii",2007,"Racing","THQ",0.46,0,0,0.04,0.49
"12932",8775,"Streak: Hoverboard Racing","PS",1998,"Racing","GT Interactive",0.09,0.06,0,0.01,0.15
"12933",8060,"Hatsune Miku and Future Stars: Project Mirai","3DS",2012,"Misc","Sega",0,0,0.18,0,0.18
"12934",2258,"Space Jam","PS",1996,"Sports","Acclaim Entertainment",0.51,0.35,0,0.06,0.92
"12935",4878,"Suzuki TT Superbikes","PS2",2005,"Racing","Jester Interactive",0.33,0.01,0,0.05,0.4
"12936",5400,"Backstreet Billiards","PS",1998,"Misc","ASCII Entertainment",0.19,0.13,0,0.02,0.34
"12937",1652,"Super Street Fighter IV: 3D Edition","3DS",2011,"Fighting","Capcom",0.55,0.44,0.14,0.09,1.22
"12938",4707,"Jimmy Neutron: Boy Genius","PS2",2002,"Platform","THQ",0.2,0.16,0,0.05,0.41
"12939",11100,"The Mummy: Tomb of the Dragon Emperor","Wii",2008,"Action","Vivendi Games",0.08,0,0,0.01,0.09
"12940",11920,"NCAA College Football 2K3","GC",2002,"Sports","Sega",0.05,0.01,0,0,0.07
"12941",12872,"Shin Sangoku Musou 5 Empires","PSP",2010,"Action","Tecmo Koei",0,0,0.05,0,0.05
"12942",1095,"PGR: Project Gotham Racing 2","XB",2003,"Racing","Microsoft Game Studios",0.97,0.59,0.04,0.07,1.67
"12943",2894,"Jeopardy!","PS",1997,"Misc","Hasbro Interactive",0.39,0.27,0,0.05,0.71
"12944",13056,"Taiho Shichauzo!","PS",2001,"Adventure","Pioneer LDC",0,0,0.05,0,0.05
"12945",14574,"Mahjong Kakutou Club: Zenkoku Taisenban","PS3",2006,"Misc","Konami Digital Entertainment",0,0,0.03,0,0.03
"12946",3479,"JoJo's Bizarre Adventure: All Star Battle","PS3",2013,"Fighting","Namco Bandai Games",0.05,0.02,0.5,0.01,0.58
"12947",3255,"Tak 2: The Staff of Dreams","PS2",2004,"Platform","THQ",0.3,0.24,0,0.08,0.62
"12948",7451,"Tony Hawk's Motion","DS",2008,"Sports","Activision",0.19,0,0,0.02,0.21
"12949",1048,"Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS","DS",2006,"Misc","Nintendo",0,0,1.71,0,1.71
"12950",11659,"Katekyoo Hitman Reborn! DS: Flame Rumble Kaien Ring Soudatsuen!","DS",2007,"Fighting","Takara Tomy",0,0,0.08,0,0.08
"12951",14394,"Timmy Time","DS",2011,"Action","Avanquest",0,0.03,0,0,0.03
"12952",5726,"Star Wars Episode III: Revenge of the Sith","DS",2005,"Action","Ubisoft",0.25,0.03,0,0.03,0.31
"12953",14788,"Air Conflicts: Secret Wars","PC",2011,"Simulation","bitComposer Games",0,0.02,0,0.01,0.03
"12954",1298,"LittleBigPlanet PS Vita","PSV",2012,"Platform","Sony Computer Entertainment",0.4,0.72,0.02,0.33,1.47
"12955",6471,"Tales of Innocence","DS",2007,"Role-Playing","Namco Bandai Games",0,0,0.26,0,0.26
"12956",2475,"ESPN College Hoops 2K5","PS2",2004,"Sports","Sega",0.41,0.32,0,0.11,0.84
"12957",12802,"Handball 16","PS4",2015,"Sports","Bigben Interactive",0,0.05,0,0.01,0.06
"12958",13746,"Deadly Arts","N64",1998,"Fighting","Konami Digital Entertainment",0.03,0.01,0,0,0.04
"12959",6402,"Deadly Premonition","X360",2010,"Action","Rising Star Games",0.18,0.06,0,0.02,0.27
"12960",3456,"Kinect Sports Rivals","XOne",2014,"Sports","Microsoft Game Studios",0.3,0.22,0.02,0.04,0.58
"12961",11586,"Legend of the Guardians: The Owls of Ga'Hoole","PS3",2010,"Action","Warner Bros. Interactive Entertainment",0.06,0.01,0,0.01,0.08
"12962",3970,"Crash: Mind Over Mutant","PS2",2008,"Platform","Vivendi Games",0.25,0.19,0,0.06,0.5
"12963",10124,"Metal Slug 4 & 5","PS2",2005,"Shooter","SNK Playmore",0.05,0.04,0,0.01,0.11
"12964",11055,"Naruto RPG 3: Rejiuu vs Konoha Shoutai","DS",2006,"Role-Playing","Takara Tomy",0,0,0.09,0,0.09
"12965",12029,"Alpha and Omega","DS",2010,"Action","Unknown",0.06,0,0,0,0.07
"12966",7297,"American Idol","GBA",2003,"Misc","Codemasters",0.15,0.06,0,0,0.22
"12967",2746,"Zone of the Enders","PS2",2001,"Shooter","Konami Digital Entertainment",0.3,0.24,0.13,0.08,0.75
"12968",14120,"Puyo Puyo 7","PSP",2009,"Puzzle","Sega",0,0,0.03,0,0.03
"12969",11289,"SafeCracker: The Ultimate Puzzle Adventure","Wii",2008,"Puzzle","The Adventure Company",0.07,0.01,0,0.01,0.08
"12970",12780,"NBA Live 07","XB",2006,"Sports","Electronic Arts",0.04,0.01,0,0,0.06
"12971",13813,"Brothers In Arms DS","DS",2007,"Shooter","Ubisoft",0.03,0,0,0,0.04
"12972",8771,"The Terminator: Dawn of Fate","XB",2002,"Action","Atari",0.11,0.03,0,0.01,0.15
"12973",5567,"Batman: Arkham Origins","WiiU",2013,"Action","Warner Bros. Interactive Entertainment",0.2,0.09,0,0.03,0.33
"12974",13043,"Armored Core: Formula Front Extreme Battle","PSP",2004,"Simulation","505 Games",0.05,0,0,0,0.05
"12975",14129,"Tokyo Majin Gakuen: Kenfuuchou","DS",2008,"Adventure","Marvelous Interactive",0,0,0.03,0,0.03
"12976",4622,"The Adventures of Jimmy Neutron Boy Genius: Jet Fusion","PS2",2003,"Action","THQ",0.21,0.16,0,0.05,0.42
"12977",6083,"Tomba! 2: The Evil Swine Return","PS",1999,"Platform","Sony Computer Entertainment",0.16,0.11,0,0.02,0.29
"12978",7814,"Story of Seasons: Good Friends of the Three Villages","3DS",2016,"Simulation","Marvelous Interactive",0,0,0.19,0,0.19
"12979",2784,"Indiana Jones and the Staff of Kings","Wii",2009,"Action","Activision",0.36,0.3,0,0.08,0.74
"12980",12794,"Gunbird","SAT",1995,"Shooter","Atlus",0,0,0.06,0,0.06
"12981",5287,"Terminator Salvation","X360",2009,"Shooter","Warner Bros. Interactive Entertainment",0.13,0.18,0,0.04,0.35
"12982",7139,"Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack","PS3",2011,"Action","Namco Bandai Games",0,0,0.22,0,0.22
"12983",5128,"Scooby-Doo! Classic Creep Capers","N64",2000,"Action","THQ",0.3,0.06,0,0,0.37
"12984",4659,"Animal Crossing: Amiibo Festival","WiiU",2015,"Misc","Nintendo",0.19,0.11,0.09,0.03,0.42
"12985",15462,"Coded Soul: Uke Keigareshi Idea","PSP",2008,"Role-Playing","Sony Computer Entertainment",0,0,0.02,0,0.02
"12986",11158,"Jumper: Griffin's Story","Wii",2008,"Action","Eidos Interactive",0.08,0,0,0.01,0.09
"12987",9154,"Micro Machines 64 Turbo","N64",1999,"Racing","Codemasters",0.11,0.03,0,0,0.14
"12988",14970,"Rengoku II:  The Stairway To H.E.A.V.E.N.","PSP",2006,"Action","Konami Digital Entertainment",0.02,0,0,0,0.02
"12989",10381,"Grand Theft Auto: Mission Pack #1, London 1969","PS",1998,"Adventure","Take-Two Interactive",0.06,0.04,0,0.01,0.11
"12990",9100,"Pipe Mania","PS2",2008,"Puzzle","Empire Interactive",0.07,0.05,0,0.02,0.14
"12991",9366,"Ben 10 Galactic Racing","3DS",2011,"Racing","D3Publisher",0.07,0.06,0,0.01,0.13
"12992",8887,"Scarface: The World is Yours","Wii",2007,"Action","Vivendi Games",0.12,0.01,0,0.01,0.15
"12993",5460,"Tales of the World: Radiant Mythology 2","PSP",2009,"Role-Playing","Namco Bandai Games",0,0,0.33,0,0.33
"12994",5085,"Puppy Palace","DS",2008,"Simulation","Ubisoft",0.35,0,0,0.03,0.37
"12995",15553,"Motto NUGA-CEL!","PSP",2010,"Adventure","Idea Factory",0,0,0.02,0,0.02
"12996",15627,"Rock Blast","Wii",2010,"Puzzle","UFO Interactive",0.02,0,0,0,0.02
"12997",449,"Mass Effect 2","X360",2010,"Role-Playing","Electronic Arts",1.99,0.82,0.03,0.27,3.11
"12998",9512,"Momotaro Douchuuki","SAT",1997,"Misc","Hudson Soft",0,0,0.13,0,0.13
"12999",12283,"Disney's Magical Quest 2 Starring Mickey and Minnie","GBA",2003,"Action","Capcom",0.05,0.02,0,0,0.06
"13000",4866,"Command & Conquer","PS",1996,"Strategy","Virgin Interactive",0.22,0.15,0,0.03,0.4
"13001",5320,"College Hoops 2K8","PS2",2007,"Sports","Take-Two Interactive",0.17,0.13,0,0.04,0.35
"13002",10846,"Gundam Breaker 3","PS4",2016,"Action","Namco Bandai Games",0,0,0.09,0,0.09
"13003",546,"Mario Paint","SNES",1992,"Misc","Nintendo",1.43,0.54,0.71,0.07,2.75
"13004",7852,"Jampack: Summer 2003 (RP-T)","PS2",2003,"Misc","Sony Computer Entertainment",0.09,0.07,0,0.02,0.19
"13005",8232,"Open Season","GC",2006,"Platform","Ubisoft",0.13,0.03,0,0,0.17
"13006",12204,"Tokobot","PSP",2005,"Platform","Take-Two Interactive",0.06,0,0,0.01,0.07
"13007",7620,"Twisted Edge Extreme Snowboarding","N64",1998,"Sports","Kemco",0.16,0.04,0,0,0.2
"13008",8813,"Gundam Breaker 2","PSV",2014,"Action","Namco Bandai Games",0,0,0.15,0,0.15
"13009",9108,"Krull","2600",1982,"Action","Atari",0.13,0.01,0,0,0.14
"13010",2026,"Street Fighter Alpha 3","PS",1998,"Fighting","Virgin Interactive",0.38,0.12,0.51,0.02,1.03
"13011",4073,"Momotarou Dentetsu X: Kyuushuu-hen mo Arubai","PS2",2001,"Misc","Hudson Soft",0,0,0.49,0,0.49
"13012",8665,"Trigger Man","PS2",2004,"Shooter","Play It",0.08,0.06,0,0.02,0.16
"13013",12639,"Quiz! Hexagon II","DS",2010,"Misc","Namco Bandai Games",0,0,0.06,0,0.06
"13014",3194,"FIFA Soccer 2003","XB",2002,"Sports","Electronic Arts",0.2,0.4,0,0.04,0.63
"13015",397,"The Legend of Zelda: Spirit Tracks","DS",2009,"Action","Nintendo",1.43,0.94,0.74,0.27,3.38
"13016",15675,"NBA 07","PS2",2006,"Sports","Sony Computer Entertainment",0.01,0.01,0,0,0.02
"13017",5931,"Dragon Quest Builders: Revive Alefgard","PSV",2016,"Role-Playing","Square Enix",0,0,0.3,0,0.3
"13018",10331,"Transformer: Rise of the Dark Spark","XOne",2014,"Action","Activision",0.06,0.03,0,0.01,0.11
"13019",15888,"MuvLuv Double Pack","PSV",2016,"Adventure","5pb",0,0,0.02,0,0.02
"13020",8874,"Odin Sphere: Leifthrasir","PSV",2016,"Role-Playing","Nippon Ichi Software",0.02,0.03,0.08,0.02,0.15
"13021",5132,"Command & Conquer: Red Alert 3 Ultimate Edition","PS3",2009,"Strategy","Electronic Arts",0.14,0.17,0,0.06,0.37
"13022",10510,"Beyond Good & Evil","XB",2003,"Adventure","Ubisoft",0.08,0.02,0,0,0.1
"13023",8308,"Super Robot Taisen Compact 2 Dai-1-Bu","WS",2000,"Strategy","Namco Bandai Games",0,0,0.17,0,0.17
"13024",7136,"Legion: The Legend of Excalibur","PS2",2002,"Action","Midway Games",0.11,0.09,0,0.03,0.22
"13025",277,"Teenage Mutant Ninja Turtles","NES",1989,"Action","Palcom",3.38,0.44,0.31,0.04,4.17
"13026",15435,"Tenkai Knights: Brave Battle","3DS",2014,"Action","Namco Bandai Games",0.01,0.01,0,0,0.02
"13027",4673,"Katamari Forever","PS3",2009,"Puzzle","Namco Bandai Games",0.26,0.05,0.06,0.04,0.42
"13028",12101,"Family Trainer: Treasure Adventure","Wii",2010,"Sports","Namco Bandai Games",0,0.06,0,0.01,0.07
"13029",7060,"Neopets Puzzle Adventure","Wii",2008,"Puzzle","Capcom",0.19,0.02,0,0.02,0.23
"13030",8450,"Senran Kagura: Estival Versus","PS4",2015,"Action","Marvelous Interactive",0.07,0,0.08,0.02,0.17
"13031",1487,"Dark Souls II","PS3",2014,"Role-Playing","Namco Bandai Games",0.4,0.36,0.4,0.17,1.32
"13032",9620,"Doukyuusei 2","SAT",1997,"Role-Playing","NEC Interchannel",0,0,0.13,0,0.13
"13033",7725,"Beyblade: Metal Fusion - Battle Fortress","Wii",2009,"Action","Konami Digital Entertainment",0.15,0,0.03,0.01,0.2
"13034",232,"The Legend of Zelda: A Link to the Past","SNES",1991,"Action","Nintendo",2.42,0.91,1.15,0.13,4.61
"13035",7330,"Final Fantasy Fables: Chocobo's Dungeon","Wii",2007,"Role-Playing","Square Enix",0.09,0,0.11,0.01,0.21
"13036",10885,"Bleach: Heat the Soul","PSP",2005,"Fighting","Sony Computer Entertainment",0,0,0.09,0,0.09
"13037",9942,"Ridge Racer Unbounded","X360",2012,"Racing","Namco Bandai Games",0.05,0.05,0,0.01,0.12
"13038",3631,"NBA Showtime: NBA on NBC","PS",1999,"Sports","Midway Games",0.31,0.21,0,0.04,0.55
"13039",6283,"NHL Hitz 20-02","XB",2001,"Sports","Midway Games",0.2,0.06,0,0.01,0.27
"13040",11549,"Battlestar Galactica","XB",2003,"Shooter","Vivendi Games",0.06,0.02,0,0,0.08
"13041",3790,"Medal of Honor: European Assault","XB",2005,"Shooter","Electronic Arts",0.32,0.19,0,0.02,0.53
"13042",7023,"Virtua Fighter Kids","SAT",1995,"Fighting","Sega",0,0,0.23,0,0.23
"13043",9087,"Doom","GBA",2001,"Shooter","Activision",0.1,0.04,0,0,0.14
"13044",4208,"World Soccer Winning Eleven 8: Liveware Evolution","PS2",2005,"Sports","Konami Digital Entertainment",0,0,0.47,0,0.47
"13045",4733,"The Terminator: Dawn of Fate","PS2",2002,"Action","Atari",0.2,0.16,0,0.05,0.41
"13046",4456,"Jump Start Pet Rescue","Wii",2009,"Misc","Knowledge Adventure",0.41,0,0,0.03,0.44
"13047",4591,"Crash: Mind Over Mutant","DS",2008,"Platform","Vivendi Games",0.39,0,0,0.03,0.42
"13048",6194,"Mega Man 7","SNES",1995,"Platform","Laguna",0.03,0.01,0.23,0.01,0.28
"13049",10977,"Fighting Fantasy: The Warlock of Firetop Mountain","DS",2009,"Role-Playing","Aspyr",0.09,0,0,0.01,0.09
"13050",13854,"Supreme Commander: Forged Alliance","PC",2007,"Strategy","THQ",0.01,0.02,0,0.01,0.04
"13051",15943,"Worms: WMD","PS4",2016,"Action","Sold Out",0.01,0.01,0,0,0.02
"13052",9437,"Disney's Winnie the Pooh's Rumbly Tumbly Adventure","GBA",2005,"Platform","Ubisoft",0.09,0.03,0,0,0.13
"13053",3776,"Gex 3: Deep Cover Gecko","PS",1999,"Platform","Eidos Interactive",0.3,0.2,0,0.03,0.53
"13054",10695,"Predator: Concrete Jungle","XB",2005,"Action","Vivendi Games",0.07,0.02,0,0,0.1
"13055",14741,"Pro Evolution Soccer 2017","XOne",2016,"Sports","Konami Digital Entertainment",0,0.02,0,0,0.03
"13056",566,"Call Of Duty 2: Big Red One","PS2",2005,"Shooter","Activision",1.48,0.92,0.01,0.26,2.67
"13057",14989,"O.M.G. 26 - Our Mini Games","DS",2007,"Puzzle","505 Games",0.02,0,0,0,0.02
"13058",4931,"Madden NFL 2005","GBA",2004,"Sports","Electronic Arts",0.28,0.1,0,0.01,0.39
"13059",14344,"Konami Classics Series: Arcade Hits","DS",2007,"Misc","Konami Digital Entertainment",0.01,0,0.02,0,0.03
"13060",14597,"Metal Dungeon","XB",2002,"Role-Playing","Xicat Interactive",0.02,0.01,0,0,0.03
"13061",5599,"Kinetica","PS2",2001,"Racing","Sony Computer Entertainment",0.16,0.12,0,0.04,0.32
"13062",5481,"Jeanne d'Arc","PSP",2006,"Role-Playing","Sony Computer Entertainment",0.21,0,0.1,0.02,0.33
"13063",7002,"Rock Band Track Pack: Classic Rock","Wii",2009,"Misc","MTV Games",0.22,0,0,0.02,0.23
"13064",9931,"Harukanaru Augusta 2: Masters","SNES",1993,"Sports","T&E Soft",0,0,0.12,0,0.12
"13065",11674,"Pac-Man World 3","PSP",2005,"Platform","Namco Bandai Games",0.07,0,0,0.01,0.08
"13066",8381,"Hot Wheels: Beat That!","X360",2007,"Racing","Activision",0.15,0,0,0.01,0.17
"13067",8473,"Hamster Heroes","Wii",2008,"Puzzle","Popcorn Arcade",0.16,0,0,0,0.16
"13068",11287,"RockMan EXE 4.5 Real Operation","GBA",2004,"Role-Playing","Capcom",0,0,0.08,0,0.08
"13069",6150,"Beyblade: Metal Masters","DS",2010,"Action","Konami Digital Entertainment",0.16,0.1,0,0.03,0.28
